"Time","Event","Variable_1","Variable_2"
0.000321532631047664,1,1.29989634681464,1.27132757437624
0.000854056460945716,1,0.606687129406305,0.161865974150214
0.00198711296422594,1,1.54773841279249,0.120271994159208
0.00267227942514248,1,1.27956672212738,0.887980009778983
0.00286015922478808,1,0.312603317351942,1.18737341420948
0.00289006501825447,1,1.21834518771236,1.68617312279376
0.00420726426211722,1,1.67693233029743,0.138320501451802
0.00429124854274273,1,1.4683682924675,0.504549264975909
0.00488374748704698,1,0.488367379460524,1.6576699127079
0.00531118800716466,1,1.56998633888469,1.56557615068175
0.00537921482562971,1,1.73168018337821,0.296337937076623
0.00638033469173275,1,0.657513577098047,1.69284396382336
0.00652035186141762,1,0.480116842027552,1.0593986943335
0.00697309466052108,1,1.19081163060526,0.644229089042152
0.00737853079546097,1,0.553686736132537,0.159837225133838
0.00820282911128692,1,1.34221925111813,0.883636456235498
0.00843007628430173,1,1.68038340429424,0.484043450464246
0.00846152501700498,1,0.992195411778568,0.422396013409144
0.00863936563649943,1,1.16671132800445,1.21522361277882
0.00922434579248618,1,1.14443089072826,0.597643276014184
0.0100869663235715,1,1.50994546559027,0.161643766268837
0.0102246259552931,1,1.54057266804856,1.39492347959589
0.0102362074403392,1,0.969675578255075,0.791830256353627
0.0111498349489601,1,0.975806955350713,1.24863120179261
0.0114143789827972,1,0.662615514559837,1.46874846216569
0.0122862530383934,1,1.60771714874474,1.07860830675615
0.0123888100038061,1,1.42273705438784,0.773104886277237
0.0128367332655968,1,0.615973001943105,0.394662574907052
0.0130771548187165,1,1.49472854740717,1.19330100621292
0.0141891912535382,1,0.158460867801059,0.234957495569354
0.0171859608818849,1,1.26598163890178,1.71928941614791
0.017273572732251,1,1.06577412751334,1.18707990860555
0.0178329177311214,1,1.72411828434456,0.494782412583594
0.0180117136973026,1,1.17316902837663,0.183699783702995
0.0182659470172605,1,1.28228425351208,1.01215170227048
0.0189198754512845,1,1.59865916219434,1.26505473342376
0.0192001047411177,1,1.69483324839674,0.326232266761762
0.0196820413233075,1,1.21918416321745,1.63068144602065
0.0199140379979758,1,0.675466498654517,1.37044323676008
0.0202045426027214,1,0.739913866560697,1.56191505293617
0.0210405933416673,1,0.671348942159653,1.23372349917503
0.0211352974969582,1,1.32083615163657,0.967883318683373
0.021327568861506,1,0.570233343916221,1.50371110751064
0.0214129875229106,1,1.61034238470999,1.33094668907939
0.0214271749193736,1,1.59945707386974,0.555347199547094
0.0214431489648822,1,0.738650377292926,1.38978640240689
0.0216138391961733,1,1.41895263126608,0.406907464037785
0.0219096260006678,1,1.67920629037618,0.98795986200302
0.0221717246508746,1,1.28597905411782,1.02945359198499
0.022187253350508,1,1.44168721209262,1.66992114373349
0.0222698402250421,1,1.59888828139417,0.988144456471374
0.0225074443612195,1,1.00693479931299,1.45334452099517
0.0235102695897358,1,1.0567991195315,1.38119393295768
0.023539475211955,1,0.946772511760257,1.64958308697963
0.0237096617803397,1,0.457997451618131,0.6257693050692
0.0246717262897304,1,1.37443078642678,1.17296161704009
