"Time","Event","Variable_11","Variable_12","Variable_13","Variable_14","Variable_Z01","Variable_21","Variable_22","Variable_23","Variable_24","Variable_Z02","Variable_31","Variable_32","Variable_33","Variable_34","Variable_Z03"
0.000850000000000003,1,0.224217529294838,3.17091470850547,4.48435058589677,5.49218538159894,7.09038083907217,0.115243638738729,1.62979116881536,2.30487277477459,2.82288111011527,3.64432384259999,0.386757580539543,5.46957815749626,7.73515161079085,9.47358726475248,12.2303485684097
0.00318013315248188,1,0.230749046630727,3.26328431249837,4.61498093261455,5.65217422878964,7.29692555265501,0.462894856979981,6.54632184693843,9.25789713959962,11.3385620415955,14.6380206523463,0.805427835077288,11.390469678791,16.1085567015458,19.7288722057388,25.4698644974269
0.00471711214794688,1,0.237103473523037,3.35314947942049,4.74206947046075,5.80782526372943,7.49787017470226,0.341445664710312,4.8287708984682,6.82891329420625,8.36367653425694,10.7974599767476,0.615947345365795,8.71081089524013,12.3189469073159,15.0875670456804,19.4779653009027
0.00472634855819329,1,0.215540530194732,3.04820341042477,4.31081060389464,5.27964317866043,6.81599003495649,0.385531043928595,5.45223231039676,7.7106208785719,9.44354337627584,12.1915620751679,0.680607613029088,9.62524517000116,13.6121522605818,16.6714136697489,21.5227025002241
0.00540066279521576,1,0.226584390734941,3.20438718399399,4.53168781469883,5.55016140980015,7.16522756963968,0.0578068322071103,0.817512061051213,1.15613664414221,1.41597242554105,1.82801254093647,0.630508847429549,8.91674163231097,12.610176948591,15.4442495451272,19.9384404276498
0.00687876747921411,1,0.0411765267967521,0.58232402647386,0.823530535935042,1.00861480032081,1.30211610812694,0.183018978005223,2.58827920866649,3.66037956010446,4.48303109358453,5.78756825532764,0.732051894357588,10.3527771736142,14.6410378871518,17.9315360641391,23.1495135161094
0.00739516169561917,1,0.172632333739265,2.44138987678186,3.45264667478529,4.22861130767051,5.45911372406408,0.454925849823187,6.43362306694057,9.09851699646374,11.1433620286882,14.3860185192898,0.948400762330463,13.4124122065272,18.9680152466093,23.2309793937622,29.9910654360428
0.0101150211477457,1,0.17384107472726,2.45848405576806,3.47682149454521,4.25821929418828,5.49733747029677,0.624277669241179,8.82861946527541,12.4855533848236,15.2916174745486,19.7413932718337,0.0182183989864748,0.257647069313968,0.364367979729495,0.446257814473014,0.576116361189634
0.0106279129503242,1,0.260121431345947,3.67867256073341,5.20242862691895,6.37164777959977,8.22576191276312,0.287986920822139,4.07275009212736,5.75973841644278,7.05421008609541,9.10694606136531,0.918483160644277,12.9893134259444,18.3696632128855,22.4981508091723,29.0449878014624
0.0119685005551806,1,0.289886840468791,4.0996190134445,5.79773680937582,7.10074842296128,9.16702679591253,0.00409104980708982,0.0578561812153026,0.0818209961417964,0.100209845396816,0.129370354115963,0.916129210525082,12.9560235441073,18.3225842105016,22.4404910424524,28.9705493627116
0.0119868449673327,1,0.224690117729616,3.17759811824431,4.49380235459233,5.5037613868344,7.10532539756969,0.474588701731849,6.71169778538221,9.49177403463699,11.6250015693295,15.0078124925494,0.708073282646223,10.0136683947233,14.1614656529245,17.3441824298074,22.3912432347424
0.0121785057214431,1,0.0635869906992524,0.899255846373747,1.27173981398505,1.55755681492268,2.01079720165581,0.510231412973814,7.21576184176356,10.2046282594763,12.4980661252513,16.1349339876324,0.356476329762368,5.04133660214925,7.12952659524737,8.73185113297915,11.2727713398635
0.0122541588128475,1,0.263828766355576,3.73110219524219,5.27657532711153,6.46245857039124,8.34299813956022,0.602112778721254,8.51516057745748,12.0422555744251,14.7486907547639,19.0404778905213,0.610357483221825,8.63175830668214,12.2071496644365,14.9506439458282,19.3011983390898
0.0126262289548991,1,0.144567538925878,2.04449374227877,2.89135077851756,3.54116703738346,4.57162698730826,0.487634819598686,6.8961977536182,9.75269639197373,11.9445648883091,15.4203669633716,0.739548131661409,10.4587899782325,14.7909626332282,18.1151556279909,23.3865653537214
0.0134074703493481,1,0.246074789923523,3.48002305267957,4.92149579847046,6.02757673875195,7.78156810905784,0.216815084388055,3.06622832868654,4.3363016877611,5.3108632528921,6.85629497747868,0.619121917645757,8.75570612697068,12.3824383529151,15.1653278680553,19.5783540909179
0.0134416146156002,1,0.296469680231663,4.19271442616032,5.92939360463325,7.26199440773667,9.3751944671385,0.618468783060017,8.74646940907859,12.3693756612003,15.1493294033711,19.5577001618221,0.471185052829285,6.66356292098658,9.42370105658569,11.5416295385808,14.900179663673
0.0137119457754594,1,0.282463623620418,3.99463887401044,5.64927247240835,6.91891748767581,8.93228406785056,0.398850512188563,5.64059803696521,7.97701024377126,9.76980238509702,12.6127606444061,0.756223025526292,10.694608588781,15.1244605105258,18.5236054428311,23.9138717972673
0.0137362520440255,1,0.285765358716607,4.04133245953438,5.71530717433214,6.99979315019085,9.0366940991953,0.430309661977011,6.08549759988072,8.60619323954023,10.5403910323319,13.6075863102451,0.887234815853599,12.5473950958976,17.744696317072,21.7327258087351,28.0568283749744
0.0139410301457671,1,0.231086490805845,3.26805649378831,4.62172981611689,5.66043988924676,7.30759647442028,0.0408995757236614,0.578407346837074,0.817991514473229,1.00183091219293,1.293358146213,0.525795400913666,7.43586987005506,10.5159080182733,12.879304413406,16.6271105012856
0.0141540735156113,1,0.3082044169687,4.35866866460428,6.164088339374,7.549435580453,9.74627942545339,0.53913941636602,7.62458274634741,10.7827883273204,13.2061647031868,17.0490853209049,0.525239247827118,7.42800467767753,10.5047849565424,12.8656815005968,16.6095233964734
0.0142840277383299,1,0.203453065167766,2.87726084066632,4.06906130335532,4.9835619626624,6.43375082872808,0.596426361307772,8.43474249118287,11.9285272261554,14.6094025434888,18.8606575829908,0.540939934377085,7.65004591625286,10.8187986875417,13.2502682071848,17.1060226997361
0.0149115480007844,1,0.201263219733825,2.84629174954452,4.02526439467651,4.92992192337522,6.36450183577836,0.0730949558896105,1.0337187796015,1.46189911779221,1.7904534470079,2.31146546080709,0.493206834285934,6.97499794102268,9.86413668571869,12.0810508165396,15.5965695390478
0.0150360533782788,1,0.305997570205431,4.32745913837734,6.11995140410863,7.4953790953478,9.67649280326441,0.17203240563497,2.43290561216644,3.44064811269939,4.21391613029173,5.44014233164489,0.210245837810502,2.97332515264106,4.20491675621003,5.1499502317968,6.64855716051534
0.015625965897891,1,0.18269244145184,2.58366128444244,3.65384882903679,4.47503261420298,5.77724226284772,0.101216105717837,1.43141189436754,2.02432211435674,2.479278127603,3.20073429960757,0.339837818344659,4.806032517103,6.79675636689317,8.32429250245054,10.7466154103167
0.0156403884510461,1,0.255253237235189,3.60982589937641,5.10506474470378,6.25240186419796,8.07181609794497,0.257589604956713,3.64286712856112,5.15179209913426,6.3096309518904,8.14569853246212,0.299565888244816,4.23650141980162,5.99131776489633,7.3378357054341,9.4731051614508
0.0160252343611538,1,0.295268460883273,4.17572661922155,5.90536921766546,7.23257066300954,9.33720857603475,0.400404150223183,5.662569796761,8.00808300446367,9.80785858939503,12.6618909928948,0.557345759288793,7.88205931717342,11.1469151857759,13.652127205616,17.6248204358853
0.0163039306265394,1,0.204065547720407,2.88592265199294,4.08131095440815,4.99856465996569,6.45311922766268,0.364724868342119,5.15798855344167,7.29449736684239,8.93389823941967,11.5336130326614,0.379326966334807,5.36449340364526,7.58653932669614,9.29157513198169,11.9953719154
0.0166299747679663,1,0.276276989857318,3.90714666027834,5.52553979714637,6.76737652822514,8.73664553044364,0.589169459737142,8.33211440496296,11.7833891947428,14.4316454838724,18.6311742058024,0.482894379680351,6.82915780937694,9.65788759360701,11.8284482987466,15.2704610908404
0.017187391333642,1,0.280880227037949,3.97224626479501,5.61760454075897,6.88013235080065,8.88221267145127,0.270508192311516,3.82556354299975,5.41016384623032,6.62607042405877,8.55422013439238,0.449854998409018,6.3619103985136,8.99709996818036,11.0191520434263,14.2256641178392
0.0173099169398662,1,0.0964561777745057,1.36409634783376,1.92912355549011,2.36268418086722,3.05021216161549,0.252543206786222,3.57150028122268,5.05086413572444,6.18601994632421,7.98611741047353,0.326980961623143,4.62420910565245,6.53961923246286,8.00936511581268,10.3400459024124
